,hospital,AZ,pfizer,moderna,hospital_distance,address,time,date
22,새서울정형외과의원,0,3,0,3.3km,경기 안양시 동안구,12:12:06,2021-08-10
23,하나영상의학과,0,3,0,3.3km,경기 안양시 동안구,12:14:56,2021-08-10
24,군포열린의원,0,3,0,1.8km,경기 군포시,12:17:02,2021-08-10
25,산본제일의원,7,0,0,1.9km,경기 군포시,12:19:22,2021-08-10
26,산본제일의원,6,0,0,1.9km,경기 군포시,12:49:13,2021-08-10
27,김성근내과의원,3,0,0,510m,경기 군포시 광정로 80,12:49:13,2021-08-10
28,홍기영내과의원,7,0,0,510m,경기 군포시,12:54:45,2021-08-10
29,서울굿모닝내과의원,8,0,0,2.2km,경기 군포시,13:04:07,2021-08-10
30,연세코웰이비인후과의원,0,4,0,570m,경기 군포시,13:05:47,2021-08-10
31,대야미중앙의원,4,0,0,3.3km,경기 군포시 대야1로22번길 3 현대프라자,13:07:08,2021-08-10
32,금정성심의원,7,0,0,2.2km,경기 군포시,13:19:06,2021-08-10
33,서울굿모닝내과의원,7,0,0,2.2km,경기 군포시,13:23:10,2021-08-10
34,남천병원,4,0,0,860m,경기 군포시,13:48:53,2021-08-10
35,의료법인 토마스의료재단 안양윌스기념병원,9,0,0,3.4km,경기 안양시 동안구,13:52:53,2021-08-10
36,홍기영내과의원,6,0,0,510m,경기 군포시,13:52:53,2021-08-10
37,김현철내과,6,0,0,2.1km,경기 군포시 고산로 248,13:52:53,2021-08-10
38,전소아과의원,2,0,0,2.1km,경기 군포시 용호2로 33 한우리교육문화센타,13:54:49,2021-08-10
39,산본제일의원,6,2,0,1.9km,경기 군포시,13:57:28,2021-08-10
40,더샵조은의원,0,6,0,3.5km,경기 안양시 동안구,13:58:40,2021-08-10
41,전소아과의원,1,0,0,2.1km,경기 군포시 용호2로 33 한우리교육문화센타,13:58:43,2021-08-10
42,연세삼성의원,0,2,0,3.6km,경기 안양시 동안구,14:00:44,2021-08-10
43,연세삼성의원,0,1,0,3.6km,경기 안양시 동안구,14:00:49,2021-08-10
44,연세코웰이비인후과의원,0,2,0,570m,경기 군포시,14:07:22,2021-08-10
45,산본연세내과의원,3,0,0,680m,경기 군포시,14:07:57,2021-08-10
46,우리들내과의원,0,5,0,3.7km,경기 의왕시,14:09:04,2021-08-10
47,김현철내과,5,0,0,2.1km,경기 군포시 고산로 248,14:10:11,2021-08-10
48,속조아내과의원,8,0,0,3.4km,경기 안양시 동안구,14:14:46,2021-08-10
49,세린이비인후과의원,0,3,0,1.1km,경기 군포시,14:16:55,2021-08-10
50,미소이비인후과의원,0,4,0,590m,경기 군포시,14:21:20,2021-08-10
51,미래이비인후과의원,11,0,0,3.7km,경기 의왕시,14:55:00,2021-08-10
52,오내과의원,8,0,0,3.3km,경기 안양시 동안구 흥안대로 127,14:55:00,2021-08-10
53,속조아내과의원,7,0,0,3.4km,경기 안양시 동안구,14:55:00,2021-08-10
54,김경중내과의원,6,0,0,1.9km,경기 군포시 금산로 102,14:55:00,2021-08-10
55,좋은숨김휘정내과의원,5,0,0,600m,경기 군포시,14:55:00,2021-08-10
56,더건강한내과의원,3,0,0,650m,경기 군포시,14:59:13,2021-08-10
57,두리이비인후과의원,0,1,0,480m,경기 군포시 산본천로 43-6 솔거(대림)스포츠센터,15:03:48,2021-08-10
58,대야미중앙의원,3,0,0,3.3km,경기 군포시 대야1로22번길 3 현대프라자,15:07:35,2021-08-10
59,김영우마취통증의학과의원,3,3,0,3.1km,경기 안양시 만안구 안양로 97,15:07:46,2021-08-10
60,더건강한내과의원,3,3,0,650m,경기 군포시,15:07:56,2021-08-10
61,더건강한내과의원,2,0,0,650m,경기 군포시,15:12:07,2021-08-10
62,오내과의원,7,0,0,3.3km,경기 안양시 동안구 흥안대로 127,15:16:16,2021-08-10
63,천내과의원,2,0,0,1.9km,경기 군포시 군포로 494,15:19:06,2021-08-10
64,천내과의원,1,0,0,1.9km,경기 군포시 군포로 494,15:19:51,2021-08-10
65,속조아내과의원,6,0,0,3.4km,경기 안양시 동안구,15:20:10,2021-08-10
66,오내과의원,5,0,0,3.3km,경기 안양시 동안구 흥안대로 127,15:34:54,2021-08-10
67,더건강한내과의원,1,0,0,650m,경기 군포시,15:58:15,2021-08-10
68,산본연세내과의원,3,1,0,680m,경기 군포시,15:58:51,2021-08-10
69,연세속시원의원,0,6,0,700m,경기 군포시 번영로 502 역사상가,16:11:14,2021-08-10
70,맑은샘이비인후과의원,0,1,0,2.0km,경기 군포시,16:14:07,2021-08-10
71,고려가정의학과의원,0,2,0,1.9km,경기 군포시,16:15:02,2021-08-10
