,hospital,AZ,pfizer,moderna,hospital_distance,address,time,date
0,산본연세소아청소년과의원,0,2,0,600m,경기 군포시,14:23:45,2021-08-04
1,153연세연합의원,0,1,0,2.6km,경기 안양시 만안구,15:38:20,2021-08-04
